 a
0 b
vprep_beneath_prep_towards cji
vprep_beneath_prep_under cjj
vprep_beneath_prep_underneath cjk
vprep_beneath_prep_with cjl
vprep_beneath_rcmod cjm
vprep_beneath_root cjn
vprep_beneath_xcomp cjo
vprep_beside cjp
vprep_beside_advmod cjq
vprep_beside_amod cjr
vprep_beside_ccomp cjs
vprep_beside_conj_and cjt
vprep_beside_conj_or cju
vprep_beside_csubj cjv
vprep_beside_dep cjw
vprep_beside_dobj cjx
vprep_beside_na cjy
vprep_beside_neg cjz
vprep_beside_nn cka
vprep_beside_nsubj ckb
vprep_beside_pcomp ckc
vprep_beside_pobj ckd
vprep_beside_prep_above cke
vprep_beside_prep_below ckf
vprep_beside_prep_beneath ckg
vprep_beside_prep_beside ckh
vprep_beside_prep_between cki
vprep_beside_prep_from ckj
vprep_beside_prep_in ckk
vprep_beside_prep_of ckl
vprep_beside_prep_on ckm
vprep_beside_prep_out_of ckn
vprep_beside_prep_over cko
vprep_beside_prep_past ckp
vprep_beside_prep_through ckq
vprep_beside_prep_to ckr
vprep_beside_prep_underneath cks
vprep_beside_prepc_towards ckt
vprep_beside_rcmod cku
vprep_beside_root ckv
vprep_beside_xcomp ckw
vprep_between ckx
vprep_between_advcl cky
vprep_between_advmod ckz
vprep_between_amod cla
vprep_between_attr clb
vprep_between_ccomp clc
vprep_between_conj_and cld
vprep_between_conj_or cle
vprep_between_dep clf
vprep_between_det clg
vprep_between_dobj clh
vprep_between_infmod cli
vprep_between_mark clj
vprep_between_na clk
vprep_between_nn cll
vprep_between_npadvmod clm
vprep_between_nsubj cln
vprep_between_nsubjpass clo
vprep_between_num clp
vprep_between_partmod clq
vprep_between_pcomp clr
vprep_between_pobj cls
vprep_between_poss clt
vprep_between_prep clu
vprep_between_prep_about clv
vprep_between_prep_above clw
vprep_between_prep_across clx
vprep_between_prep_after cly
vprep_between_prep_along clz
vprep_between_prep_around cma
vprep_between_prep_as cmb
vprep_between_prep_at cmc
vprep_between_prep_away_from cmd
vprep_between_prep_below cme
vprep_between_prep_beneath cmf
vprep_between_prep_beside cmg
vprep_between_prep_between cmh
vprep_between_prep_by cmi
vprep_between_prep_down cmj
vprep_between_prep_far_from cmk
vprep_between_prep_from cml
vprep_between_prep_in cmm
vprep_between_prep_inside cmn
vprep_between_prep_it's cmo
vprep_between_prep_like cmp
vprep_between_prep_near cmq
vprep_between_prep_next_to cmr
vprep_between_prep_of cms
vprep_between_prep_on cmt
vprep_between_prep_over cmu
vprep_between_prep_past cmv
vprep_between_prep_starting cmw
vprep_between_prep_than cmx
vprep_between_prep_that cmy
vprep_between_prep_through cmz
vprep_between_prep_to cna
vprep_between_prep_towards cnb
vprep_between_prep_under cnc
vprep_between_prep_underneath cnd
vprep_between_prep_until cne
vprep_between_prep_where's cnf
vprep_between_prep_with cng
vprep_between_prepc_above cnh
vprep_between_prepc_as cni
vprep_between_prepc_of cnj
vprep_between_prepc_to cnk
vprep_between_rcmod cnl
vprep_between_root cnm
vprep_between_tmod cnn
vprep_between_xcomp cno
vprep_beyond cnp
vprep_beyond_ccomp cnq
vprep_beyond_dobj cnr
vprep_beyond_iobj cns
vprep_beyond_mark cnt
vprep_beyond_nn cnu
vprep_beyond_nsubj cnv
vprep_beyond_pobj cnw
vprep_beyond_prep_above cnx
vprep_beyond_prep_below cny
vprep_beyond_prep_of cnz
vprep_beyond_prep_past coa
vprep_beyond_prep_to cob
vprep_beyond_prep_underneath coc
vprep_beyond_root cod
vprep_by coe
vprep_by_advcl cof
vprep_by_advmod cog
vprep_by_amod coh
vprep_by_ccomp coi
vprep_by_conj_and coj
vprep_by_dep cok
vprep_by_dobj col
vprep_by_iobj com
vprep_by_nn con
vprep_by_nsubj coo
vprep_by_pobj cop
vprep_by_prep coq
vprep_by_prep_above cor
vprep_by_prep_as cos
vprep_by_prep_at cot
vprep_by_prep_between cou
vprep_by_prep_by cov
vprep_by_prep_from cow
vprep_by_prep_of cox
vprep_by_prep_past coy
vprep_by_prep_to coz
vprep_by_prep_under cpa
vprep_by_prep_up cpb
vprep_by_rcmod cpc
vprep_by_root cpd
vprep_by_xcomp cpe
vprep_ccomp cpf
vprep_close_to cpg
vprep_close_to_conj_or cph
vprep_close_to_dobj cpi
vprep_close_to_nsubj cpj
vprep_close_to_pobj cpk
vprep_close_to_prep_above cpl
vprep_close_to_prep_close_to cpm
vprep_close_to_prep_from cpn
vprep_close_to_prep_like cpo
vprep_close_to_prep_of cpp
vprep_close_to_prep_over cpq
vprep_close_to_prep_towards cpr
vprep_close_to_root cps
vprep_conj_and cpt
vprep_conj_but cpu
vprep_dep cpv
vprep_det cpw
vprep_dobj cpx
vprep_down cpy
vprep_down_advcl cpz
vprep_down_advmod cqa
vprep_down_amod cqb
vprep_down_ccomp cqc
vprep_down_conj_and cqd
vprep_down_conj_but cqe
vprep_down_dep cqf
vprep_down_dobj cqg
vprep_down_mark cqh
vprep_down_nn cqi
vprep_down_nsubj cqj
vprep_down_pcomp cqk
vprep_down_pobj cql
vprep_down_poss cqm
vprep_down_prep cqn
vprep_down_prep_above cqo
vprep_down_prep_apart_from cqp
vprep_down_prep_as cqq
vprep_down_prep_at cqr
vprep_down_prep_below cqs
vprep_down_prep_between cqt
vprep_down_prep_down cqu
vprep_down_prep_in_front_of cqv
vprep_down_prep_like cqw
vprep_down_prep_next_to cqx
vprep_down_prep_of cqy
vprep_down_prep_off cqz
vprep_down_prep_on cra
vprep_down_prep_over crb
vprep_down_prep_to crc
vprep_down_prep_towards crd
vprep_down_prep_under cre
vprep_down_prep_underneath crf
vprep_down_prep_until crg
vprep_down_prep_with crh
vprep_down_prepc_to cri
vprep_down_rcmod crj
vprep_down_root crk
vprep_down_tmod crl
vprep_down_xcomp crm
vprep_far_from crn
vprep_far_from_dobj cro
vprep_far_from_nsubj crp
vprep_far_from_prep_after crq
vprep_far_from_prep_of crr
vprep_far_from_root crs
vprep_following crt
vprep_following_advmod cru
vprep_following_nn crv
vprep_following_nsubj crw
vprep_following_pobj crx
vprep_following_prep_above cry
vprep_following_prep_of crz
vprep_for csa
vprep_for_advmod csb
vprep_for_amod csc
vprep_for_ccomp csd
vprep_for_conj_and cse
vprep_for_conj_but csf
vprep_for_csubj csg
vprep_for_dep csh
vprep_for_det csi
vprep_for_dobj csj
vprep_for_nn csk
vprep_for_nsubj csl
vprep_for_partmod csm
vprep_for_pobj csn
vprep_for_prep_about cso
vprep_for_prep_above csp
vprep_for_prep_at csq
vprep_for_prep_below csr
vprep_for_prep_beneath css
vprep_for_prep_beside cst
vprep_for_prep_between csu
vprep_for_prep_for csv
vprep_for_prep_from csw
vprep_for_prep_of csx
vprep_for_prep_past csy
vprep_for_prep_to csz
vprep_for_prep_towards cta
vprep_for_prep_with ctb
vprep_for_rcmod ctc
vprep_for_root ctd
vprep_for_xcomp cte
vprep_from ctf
vprep_from_advcl ctg
vprep_from_advmod cth
vprep_from_amod cti
vprep_from_aux ctj
vprep_from_ccomp ctk
vprep_from_conj_and ctl
vprep_from_conj_but ctm
vprep_from_conj_or ctn
vprep_from_csubj cto
vprep_from_dep ctp
vprep_from_det ctq
vprep_from_dobj ctr
vprep_from_iobj cts
vprep_from_mark ctt
vprep_from_na ctu
vprep_from_neg ctv
vprep_from_nn ctw
vprep_from_npadvmod ctx
vprep_from_nsubj cty
vprep_from_nsubjpass ctz
vprep_from_num cua
vprep_from_partmod cub
vprep_from_pcomp cuc
vprep_from_pobj cud
vprep_from_poss cue
vprep_from_prep cuf
vprep_from_prep_about cug
vprep_from_prep_above cuh
vprep_from_prep_across cui
vprep_from_prep_after cuj
vprep_from_prep_along cuk
vprep_from_prep_around cul
vprep_from_prep_as cum
vprep_from_prep_at cun
vprep_from_prep_away_from cuo
vprep_from_prep_before cup
vprep_from_prep_below cuq
vprep_from_prep_beneath cur
vprep_from_prep_beside cus
vprep_from_prep_between cut
vprep_from_prep_by cuu
vprep_from_prep_down cuv
vprep_from_prep_far_from cuw
vprep_from_prep_following cux
vprep_from_prep_for cuy
vprep_from_prep_from cuz
vprep_from_prep_in cva
vprep_from_prep_into cvb
vprep_from_prep_it's cvc
vprep_from_prep_like cvd
vprep_from_prep_near cve
vprep_from_prep_of cvf
vprep_from_prep_on cvg
vprep_from_prep_on_top_of cvh
vprep_from_prep_over cvi
vprep_from_prep_past cvj
vprep_from_prep_through cvk
vprep_from_prep_to cvl
vprep_from_prep_toward cvm
vprep_from_prep_towards cvn
vprep_from_prep_under cvo
vprep_from_prep_underneath cvp
vprep_from_prep_with cvq
vprep_from_prepc_above cvr
vprep_from_prepc_below cvs
vprep_from_prepc_from cvt
vprep_from_prepc_instead_of cvu
vprep_from_prepc_like cvv
vprep_from_prepc_towards cvw
vprep_from_rcmod cvx
vprep_from_root cvy
vprep_from_tmod cvz
vprep_from_xcomp cwa
vprep_if cwb
vprep_if_advmod cwc
vprep_if_ccomp cwd
vprep_if_dep cwe
vprep_if_dobj cwf
vprep_if_na cwg
vprep_if_neg cwh
vprep_if_nsubj cwi
vprep_if_pobj cwj
vprep_if_prep_below cwk
vprep_if_prep_from cwl
vprep_if_prep_of cwm
vprep_if_prep_through cwn
vprep_if_prep_to cwo
vprep_if_prep_with cwp
vprep_if_rcmod cwq
vprep_if_root cwr
vprep_in cws
vprep_in_acomp cwt
vprep_in_advcl cwu
vprep_in_advmod cwv
vprep_in_amod cww
vprep_in_ccomp cwx
vprep_in_conj_and cwy
vprep_in_conj_but cwz
vprep_in_dep cxa
vprep_in_dobj cxb
vprep_in_front_of cxc
vprep_in_front_of_dobj cxd
vprep_in_front_of_prep_to cxe
vprep_in_front_of_prep_with cxf
vprep_in_na cxg
vprep_in_nn cxh
vprep_in_npadvmod cxi
vprep_in_nsubj cxj
vprep_in_partmod cxk
vprep_in_pcomp cxl
vprep_in_pobj cxm
vprep_in_prep cxn
vprep_in_prep_about cxo
vprep_in_prep_above cxp
vprep_in_prep_ahead_of cxq
vprep_in_prep_around cxr
vprep_in_prep_at cxs
vprep_in_prep_before cxt
vprep_in_prep_below cxu
vprep_in_prep_beneath cxv
vprep_in_prep_beside cxw
vprep_in_prep_between cxx
vprep_in_prep_by cxy
vprep_in_prep_down cxz
vprep_in_prep_for cya
vprep_in_prep_from cyb
vprep_in_prep_in cyc
vprep_in_prep_into cyd
vprep_in_prep_like cye
vprep_in_prep_of cyf
vprep_in_prep_on cyg
vprep_in_prep_over cyh
vprep_in_prep_past cyi
vprep_in_prep_starting cyj
vprep_in_prep_to cyk
vprep_in_prep_towards cyl
vprep_in_prep_underneath cym
vprep_in_prep_until cyn
vprep_in_prep_with cyo
vprep_in_prepc_to cyp
vprep_in_prepc_towards cyq
vprep_in_quantmod cyr
vprep_in_rcmod cys
vprep_in_root cyt
vprep_in_xcomp cyu
vprep_inside cyv
vprep_inside_dobj cyw
vprep_inside_prep_at cyx
vprep_instead_of cyy
vprep_instead_of_dobj cyz
vprep_instead_of_prep_of cza
vprep_into czb
vprep_into_advmod czc
vprep_into_amod czd
vprep_into_ccomp cze
vprep_into_conj_and czf
vprep_into_dep czg
vprep_into_det czh
vprep_into_dobj czi
vprep_into_expl czj
vprep_into_mark czk
vprep_into_nn czl
vprep_into_npadvmod czm
vprep_into_nsubj czn
vprep_into_pobj czo
vprep_into_prep_above czp
vprep_into_prep_around czq
vprep_into_prep_at czr
vprep_into_prep_below czs
vprep_into_prep_between czt
vprep_into_prep_in czu
vprep_into_prep_into czv
vprep_into_prep_of czw
vprep_into_prep_past czx
vprep_into_prep_through czy
vprep_into_prep_to czz
vprep_into_prepc_of daa
vprep_into_rcmod dab
vprep_into_root dac
vprep_it's dad
vprep_it's_ccomp dae
vprep_it's_dobj daf
vprep_it's_na dag
vprep_it's_nsubj dah
vprep_it's_pcomp dai
vprep_it's_prep_at daj
vprep_it's_prep_between dak
vprep_it's_prep_it's dal
vprep_it's_prep_of dam
vprep_it's_prep_with dan
vprep_it's_rcmod dao
vprep_it's_root dap
vprep_it's_xcomp daq
vprep_like dar
vprep_like_advmod das
vprep_like_amod dat
vprep_like_ccomp dau
vprep_like_dep dav
vprep_like_dobj daw
vprep_like_nn dax
vprep_like_nsubj day
vprep_like_pobj daz
vprep_like_prep_above dba
vprep_like_prep_along dbb
vprep_like_prep_around dbc
vprep_like_prep_at dbd
vprep_like_prep_away_from dbe
vprep_like_prep_below dbf
vprep_like_prep_from dbg
vprep_like_prep_into dbh
vprep_like_prep_like dbi
vprep_like_prep_of dbj
vprep_like_prep_on dbk
vprep_like_prep_over dbl
vprep_like_prep_through dbm
vprep_like_prep_to dbn
vprep_like_prep_under dbo
vprep_like_prep_underneath dbp
vprep_like_prep_with dbq
vprep_like_prepc_above dbr
vprep_like_prepc_of dbs
vprep_like_rcmod dbt
vprep_like_root dbu
vprep_like_tmod dbv
vprep_like_xcomp dbw
vprep_near dbx
vprep_near_advcl dby
vprep_near_advmod dbz
vprep_near_amod dca
vprep_near_ccomp dcb
vprep_near_conj_or dcc
vprep_near_dep dcd
vprep_near_dobj dce
vprep_near_mark dcf
vprep_near_nn dcg
vprep_near_npadvmod dch
vprep_near_nsubj dci
vprep_near_num dcj
vprep_near_pobj dck
vprep_near_prep dcl
vprep_near_prep_about dcm
vprep_near_prep_above dcn
vprep_near_prep_at dco
vprep_near_prep_beneath dcp
vprep_near_prep_between dcq
vprep_near_prep_close_to dcr
vprep_near_prep_from dcs
vprep_near_prep_in dct
vprep_near_prep_near dcu
vprep_near_prep_of dcv
vprep_near_prep_on dcw
vprep_near_prep_past dcx
vprep_near_prep_to dcy
vprep_near_prep_towards dcz
vprep_near_prep_under dda
vprep_near_prep_underneath ddb
vprep_near_prep_with ddc
vprep_near_rcmod ddd
vprep_near_root dde
vprep_nearer ddf
vprep_nearer_advmod ddg
vprep_nearer_amod ddh
vprep_nearer_ccomp ddi
vprep_nearer_conj_and ddj
vprep_nearer_dep ddk
vprep_nearer_det ddl
vprep_nearer_dobj ddm
vprep_nearer_nn ddn
vprep_nearer_nsubj ddo
vprep_nearer_pobj ddp
vprep_nearer_prep_above ddq
vprep_nearer_prep_away_from ddr
vprep_nearer_prep_below dds
vprep_nearer_prep_beside ddt
vprep_nearer_prep_between ddu
vprep_nearer_prep_from ddv
vprep_nearer_prep_in ddw
vprep_nearer_prep_nearer ddx
vprep_nearer_prep_of ddy
vprep_nearer_prep_on ddz
vprep_nearer_prep_over dea
vprep_nearer_prep_to deb
vprep_nearer_prep_under dec
vprep_nearer_prep_underneath ded
vprep_nearer_prep_with dee
vprep_nearer_rcmod def
vprep_nearer_root deg
vprep_nearer_xcomp deh
vprep_next_to dei
vprep_next_to_advcl dej
vprep_next_to_advmod dek
vprep_next_to_ccomp del
vprep_next_to_conj_and dem
vprep_next_to_dep den
vprep_next_to_det deo
vprep_next_to_dobj dep
vprep_next_to_mark deq
vprep_next_to_nn der
vprep_next_to_nsubj des
vprep_next_to_pcomp det
vprep_next_to_pobj deu
vprep_next_to_prep dev
vprep_next_to_prep_about dew
vprep_next_to_prep_above dex
vprep_next_to_prep_across_from dey
vprep_next_to_prep_at dez
vprep_next_to_prep_below dfa
vprep_next_to_prep_from dfb
vprep_next_to_prep_in dfc
vprep_next_to_prep_next_to dfd
vprep_next_to_prep_of dfe
vprep_next_to_prep_to dff
vprep_next_to_prep_underneath dfg
vprep_next_to_root dfh
vprep_next_to_xcomp dfi
vprep_nn dfj
vprep_nsubj dfk
vprep_of dfl
vprep_of_acomp dfm
vprep_of_advcl dfn
vprep_of_advmod dfo
vprep_of_agent dfp
vprep_of_amod dfq
vprep_of_cc dfr
vprep_of_ccomp dfs
vprep_of_conj_and dft
vprep_of_conj_but dfu
vprep_of_conj_negcc dfv
vprep_of_conj_or dfw
vprep_of_csubj dfx
vprep_of_dep dfy
vprep_of_det dfz
vprep_of_dobj dga
vprep_of_expl dgb
vprep_of_iobj dgc
vprep_of_mark dgd
vprep_of_na dge
vprep_of_neg dgf
vprep_of_nn dgg
vprep_of_npadvmod dgh
vprep_of_nsubj dgi
vprep_of_nsubjpass dgj
vprep_of_num dgk
vprep_of_partmod dgl
vprep_of_pcomp dgm
vprep_of_pobj dgn
vprep_of_poss dgo
vprep_of_prep dgp
vprep_of_prep_about dgq
vprep_of_prep_above dgr
vprep_of_prep_across dgs
vprep_of_prep_across_from dgt
vprep_of_prep_after dgu
vprep_of_prep_along dgv
vprep_of_prep_apart_from dgw
vprep_of_prep_around dgx
vprep_of_prep_as dgy
vprep_of_prep_at dgz
vprep_of_prep_away_from dha
vprep_of_prep_before dhb
vprep_of_prep_below dhc
vprep_of_prep_beneath dhd
vprep_of_prep_beside dhe
vprep_of_prep_between dhf
vprep_of_prep_beyond dhg
vprep_of_prep_by dhh
vprep_of_prep_close_to dhi
vprep_of_prep_down dhj
vprep_of_prep_following dhk
vprep_of_prep_for dhl
vprep_of_prep_from dhm
vprep_of_prep_if dhn
vprep_of_prep_in dho
vprep_of_prep_in_front_of dhp
vprep_of_prep_into dhq
vprep_of_prep_it's dhr
vprep_of_prep_like dhs
vprep_of_prep_near dht
vprep_of_prep_nearer dhu
vprep_of_prep_next_to dhv
vprep_of_prep_of dhw
vprep_of_prep_off dhx
vprep_of_prep_on dhy
vprep_of_prep_on_top_of dhz
vprep_of_prep_onto dia
vprep_of_prep_opposite dib
vprep_of_prep_out_of dic
vprep_of_prep_outside_of did
vprep_of_prep_over die
vprep_of_prep_past dif
vprep_of_prep_starting dig
vprep_of_prep_that dih
vprep_of_prep_through dii
vprep_of_prep_to dij
vprep_of_prep_towards dik
vprep_of_prep_under dil
vprep_of_prep_underneath dim
vprep_of_prep_until din
vprep_of_prep_up dio
vprep_of_prep_with dip
vprep_of_prepc_above diq
vprep_of_prepc_by dir
vprep_of_prepc_of dis
vprep_of_prepc_to dit
vprep_of_prepc_under diu
vprep_of_rcmod div
vprep_of_rel diw
vprep_of_root dix
vprep_of_tmod diy
vprep_of_xcomp diz
vprep_off dja
vprep_off_advmod djb
vprep_off_ccomp djc
vprep_off_dobj djd
vprep_off_nsubj dje
vprep_off_prep_above djf
vprep_off_prep_across djg
vprep_off_prep_at djh
vprep_off_prep_of dji
vprep_off_prep_to djj
vprep_off_root djk
vprep_on djl
vprep_on_acomp djm
vprep_on_advcl djn
vprep_on_advmod djo
vprep_on_amod djp
vprep_on_ccomp djq
vprep_on_conj_and djr
vprep_on_conj_but djs
vprep_on_dep djt
vprep_on_dobj dju
vprep_on_infmod djv
vprep_on_mark djw
vprep_on_nn djx
vprep_on_nsubj djy
vprep_on_num djz
vprep_on_partmod dka
vprep_on_pcomp dkb
vprep_on_pobj dkc
vprep_on_prep dkd
vprep_on_prep_about dke
vprep_on_prep_above dkf
vprep_on_prep_across dkg
vprep_on_prep_along dkh
vprep_on_prep_at dki
vprep_on_prep_below dkj
vprep_on_prep_between dkk
vprep_on_prep_down dkl
vprep_on_prep_from dkm
vprep_on_prep_inside dkn
vprep_on_prep_like dko
vprep_on_prep_of dkp
vprep_on_prep_on dkq
vprep_on_prep_over dkr
vprep_on_prep_past dks
vprep_on_prep_starting dkt
vprep_on_prep_through dku
vprep_on_prep_to dkv
vprep_on_prep_under dkw
vprep_on_prep_underneath dkx
vprep_on_prep_until dky
vprep_on_prep_with dkz
vprep_on_prepc_like dla
vprep_on_prepc_of dlb
vprep_on_rcmod dlc
vprep_on_root dld
vprep_on_top_of dle
vprep_on_top_of_agent dlf
vprep_on_top_of_conj_and dlg
vprep_on_top_of_dep dlh
vprep_on_top_of_dobj dli
vprep_on_top_of_mark dlj
vprep_on_top_of_nn dlk
vprep_on_top_of_nsubj dll
vprep_on_top_of_partmod dlm
vprep_on_top_of_pobj dln
vprep_on_top_of_prep dlo
vprep_on_top_of_prep_above dlp
vprep_on_top_of_prep_around dlq
vprep_on_top_of_prep_at dlr
vprep_on_top_of_prep_like dls
vprep_on_top_of_prep_of dlt
vprep_on_top_of_prep_on_top_of dlu
vprep_on_top_of_prep_over dlv
vprep_on_top_of_prep_past dlw
vprep_on_top_of_prep_to dlx
vprep_on_top_of_prep_towards dly
vprep_on_top_of_prep_underneath dlz
vprep_on_top_of_prep_with dma
vprep_on_top_of_root dmb
vprep_on_xcomp dmc
vprep_onto dmd
vprep_onto_dobj dme
vprep_onto_nn dmf
vprep_onto_nsubj dmg
vprep_onto_prep_of dmh
vprep_opposite dmi
vprep_opposite_dep dmj
vprep_opposite_pobj dmk
vprep_opposite_prep_opposite dml
vprep_opposite_root dmm
vprep_opposite_xcomp dmn
vprep_out dmo
vprep_out_of dmp
vprep_out_of_conj_and dmq
vprep_out_of_dobj dmr
vprep_out_of_nn dms
vprep_out_of_nsubj dmt
vprep_out_of_partmod dmu
vprep_out_of_pcomp dmv
vprep_out_of_pobj dmw
vprep_out_of_prep_above dmx
vprep_out_of_prep_after dmy
vprep_out_of_prep_at dmz
vprep_out_of_prep_away_from dna
vprep_out_of_prep_from dnb
vprep_out_of_prep_of dnc
vprep_out_of_prep_out_of dnd
vprep_out_pobj dne
vprep_outside dnf
vprep_outside_nn dng
vprep_outside_of dnh
vprep_outside_of_dobj dni
vprep_outside_of_prep_of dnj
vprep_outside_prep_at dnk
vprep_outside_prep_into dnl
vprep_outside_prep_to dnm
vprep_over dnn
vprep_over_acomp dno
vprep_over_advcl dnp
vprep_over_advmod dnq
vprep_over_amod dnr
vprep_over_ccomp dns
vprep_over_conj_and dnt
vprep_over_dep dnu
vprep_over_det dnv
vprep_over_dobj dnw
vprep_over_infmod dnx
vprep_over_nn dny
vprep_over_npadvmod dnz
vprep_over_nsubj doa
vprep_over_partmod dob
vprep_over_pcomp doc
vprep_over_pobj dod
vprep_over_prep doe
vprep_over_prep_above dof
vprep_over_prep_across dog
vprep_over_prep_as doh
vprep_over_prep_at doi
vprep_over_prep_away_from doj
vprep_over_prep_below dok
vprep_over_prep_beneath dol
vprep_over_prep_beside dom
vprep_over_prep_between don
vprep_over_prep_beyond doo
vprep_over_prep_from dop
vprep_over_prep_like doq
vprep_over_prep_of dor
vprep_over_prep_off dos
vprep_over_prep_on dot
vprep_over_prep_on_top_of dou
vprep_over_prep_over dov
vprep_over_prep_past dow
vprep_over_prep_starting dox
vprep_over_prep_to doy
vprep_over_prep_towards doz
vprep_over_prep_under dpa
vprep_over_prep_underneath dpb
vprep_over_prep_up dpc
vprep_over_prep_with dpd
vprep_over_prepc_of dpe
vprep_over_prepc_under dpf
vprep_over_rcmod dpg
vprep_over_root dph
vprep_over_xcomp dpi
vprep_partmod dpj
vprep_past dpk
vprep_past_acomp dpl
vprep_past_advcl dpm
vprep_past_advmod dpn
vprep_past_amod dpo
vprep_past_ccomp dpp
vprep_past_conj_and dpq
vprep_past_conj_or dpr
vprep_past_dep dps
vprep_past_det dpt
vprep_past_dobj dpu
vprep_past_expl dpv
vprep_past_mark dpw
vprep_past_na dpx
vprep_past_nn dpy
vprep_past_npadvmod dpz
vprep_past_nsubj dqa
vprep_past_num dqb
vprep_past_partmod dqc
vprep_past_pcomp dqd
vprep_past_pobj dqe
vprep_past_poss dqf
vprep_past_prep dqg
vprep_past_prep_about dqh
vprep_past_prep_above dqi
vprep_past_prep_across dqj
vprep_past_prep_after dqk
vprep_past_prep_alongside dql
vprep_past_prep_around dqm
vprep_past_prep_as dqn
vprep_past_prep_at dqo
vprep_past_prep_below dqp
vprep_past_prep_beneath dqq
vprep_past_prep_beside dqr
vprep_past_prep_between dqs
vprep_past_prep_from dqt
vprep_past_prep_in dqu
vprep_past_prep_in_front_of dqv
vprep_past_prep_into dqw
vprep_past_prep_of dqx
vprep_past_prep_off dqy
vprep_past_prep_on dqz
vprep_past_prep_outside_of dra
vprep_past_prep_over drb
vprep_past_prep_past drc
vprep_past_prep_starting drd
vprep_past_prep_through dre
vprep_past_prep_to drf
vprep_past_prep_towards drg
vprep_past_prep_under drh
vprep_past_prep_underneath dri
vprep_past_prep_until drj
vprep_past_prep_with drk
vprep_past_prepc_above drl
vprep_past_prepc_by drm
vprep_past_prepc_of drn
vprep_past_prepc_to dro
vprep_past_rcmod drp
vprep_past_rel drq
vprep_past_root drr
vprep_past_xcomp drs
vprep_pcomp drt
vprep_pobj dru
vprep_prep drv
vprep_prep_above drw
vprep_prep_as drx
vprep_prep_at dry
vprep_prep_below drz
vprep_prep_beneath dsa
vprep_prep_between dsb
vprep_prep_from dsc
vprep_prep_in dsd
vprep_prep_of dse
vprep_prep_on dsf
vprep_prep_over dsg
vprep_prep_past dsh
vprep_prep_through dsi
vprep_prep_to dsj
vprep_prep_towards dsk
vprep_prep_underneath dsl
vprep_prep_with dsm
vprep_prepc_from dsn
vprep_prepc_of dso
vprep_rcmod dsp
vprep_root dsq
vprep_starting dsr
vprep_than dss
vprep_than_ccomp dst
vprep_than_dobj dsu
vprep_than_nsubj dsv
vprep_than_prep_along dsw
vprep_than_prep_of dsx
vprep_than_prep_than dsy
vprep_than_prep_with dsz
vprep_than_root dta
vprep_that dtb
vprep_that's dtc
vprep_that's_advmod dtd
vprep_that's_ccomp dte
vprep_that's_conj_and dtf
vprep_that's_dobj dtg
vprep_that's_na dth
vprep_that's_nn dti
vprep_that's_nsubj dtj
vprep_that's_pobj dtk
vprep_that's_prep_above dtl
vprep_that's_prep_at dtm
vprep_that's_prep_below dtn
vprep_that's_prep_between dto
vprep_that's_prep_from dtp
vprep_that's_prep_in dtq
vprep_that's_prep_of dtr
vprep_that's_prep_to dts
vprep_that's_prep_underneath dtt
vprep_that's_prep_with dtu
vprep_that's_rcmod dtv
vprep_that's_root dtw
vprep_that's_tmod dtx
vprep_that_advcl dty
vprep_that_advmod dtz
vprep_that_ccomp dua
vprep_that_conj_and dub
vprep_that_dep duc
vprep_that_dobj dud
vprep_that_mark due
vprep_that_na duf
vprep_that_nn dug
vprep_that_nsubj duh
vprep_that_pobj dui
vprep_that_prep_above duj
vprep_that_prep_below duk
vprep_that_prep_down dul
vprep_that_prep_in dum
vprep_that_prep_of dun
vprep_that_prep_over duo
vprep_that_prep_past dup
vprep_that_prep_towards duq
vprep_that_prep_underneath dur
vprep_that_prep_up dus
vprep_that_rcmod dut
vprep_that_root duu
vprep_that_xcomp duv
vprep_they're duw
vprep_they're_ccomp dux
vprep_they're_root duy
vprep_through duz
vprep_through_acomp dva
vprep_through_advmod dvb
vprep_through_amod dvc
vprep_through_ccomp dvd
vprep_through_conj_and dve
vprep_through_conj_but dvf
vprep_through_dep dvg
vprep_through_dobj dvh
vprep_through_na dvi
vprep_through_nn dvj
vprep_through_npadvmod dvk
vprep_through_nsubj dvl
vprep_through_partmod dvm
vprep_through_pobj dvn
vprep_through_prep dvo
vprep_through_prep_about dvp
vprep_through_prep_above dvq
vprep_through_prep_across dvr
vprep_through_prep_across_from dvs
vprep_through_prep_along dvt
vprep_through_prep_around dvu
vprep_through_prep_at dvv
vprep_through_prep_below dvw
vprep_through_prep_between dvx
vprep_through_prep_by dvy
vprep_through_prep_from dvz
vprep_through_prep_it's dwa
vprep_through_prep_like dwb
vprep_through_prep_of dwc
vprep_through_prep_on dwd
vprep_through_prep_over dwe
vprep_through_prep_than dwf
vprep_through_prep_through dwg
vprep_through_prep_to dwh
vprep_through_prep_towards dwi
vprep_through_prep_under dwj
vprep_through_prep_with dwk
vprep_through_rcmod dwl
vprep_through_root dwm
vprep_through_xcomp dwn
vprep_to dwo
vprep_to_acomp dwp
vprep_to_advcl dwq
vprep_to_advmod dwr
vprep_to_agent dws
vprep_to_amod dwt
vprep_to_ccomp dwu
vprep_to_conj_and dwv
vprep_to_conj_but dww
vprep_to_conj_just dwx
vprep_to_conj_or dwy
vprep_to_csubj dwz
vprep_to_dep dxa
vprep_to_det dxb
vprep_to_dobj dxc
vprep_to_infmod dxd
vprep_to_iobj dxe
vprep_to_mark dxf
